2025-05-25T10:55:22.894373797Z,72.0
2025-05-25T10:55:23.895372951Z,72.0
2025-05-25T10:55:24.896371298Z,73.0
2025-05-25T10:55:25.899371491Z,73.0
2025-05-25T10:55:26.901371146Z,73.0
2025-05-25T10:55:27.903374647Z,73.0
2025-05-25T10:55:28.905372301Z,73.0
2025-05-25T10:55:29.908372225Z,74.0
2025-05-25T10:55:30.910372264Z,75.0
2025-05-25T10:55:31.913372496Z,76.0
2025-05-25T10:55:32.915371727Z,76.0
2025-05-25T10:55:33.918370997Z,76.0
2025-05-25T10:55:34.921371575Z,76.0
2025-05-25T10:55:35.928371806Z,76.0
2025-05-25T10:55:36.925371384Z,76.0
2025-05-25T10:55:37.926371500Z,76.0
2025-05-25T10:55:38.928371693Z,76.0
2025-05-25T10:55:39.932372001Z,75.0
2025-05-25T10:55:40.932372156Z,75.0
2025-05-25T10:55:41.934371233Z,75.0
2025-05-25T10:55:42.936370927Z,76.0
2025-05-25T10:55:43.938372735Z,75.0
2025-05-25T10:55:44.940372313Z,75.0
2025-05-25T10:55:45.942371083Z,74.0
2025-05-25T10:55:46.945370737Z,73.0
2025-05-25T10:55:47.947371045Z,74.0
2025-05-25T10:55:48.948371815Z,74.0
2025-05-25T10:55:49.953371239Z,74.0
2025-05-25T10:55:50.953371125Z,75.0
2025-05-25T10:55:51.954371548Z,75.0
2025-05-25T10:55:52.958371203Z,73.0
2025-05-25T10:55:53.958371588Z,73.0
2025-05-25T10:55:54.959370858Z,73.0
2025-05-25T10:55:55.961372820Z,73.0
2025-05-25T10:55:56.963371552Z,73.0
2025-05-25T10:55:57.965372553Z,74.0
2025-05-25T10:55:58.966371861Z,74.0
2025-05-25T10:55:59.968372093Z,75.0
2025-05-25T10:56:00.971371632Z,76.0
2025-05-25T10:56:01.976370825Z,77.0
2025-05-25T10:56:02.975372402Z,77.0
2025-05-25T10:56:03.977371557Z,76.0
2025-05-25T10:56:04.983372788Z,77.0
2025-05-25T10:56:06.108386247Z,78.0
2025-05-25T10:56:07.108386247Z,79.0
2025-05-25T10:56:08.108386247Z,79.0
2025-05-25T10:56:09.108386247Z,82.0
2025-05-25T10:56:10.108386247Z,84.0
2025-05-25T10:56:11.108386247Z,85.0
2025-05-25T10:56:12.108386247Z,86.0
2025-05-25T10:56:13.108386247Z,86.0
2025-05-25T10:56:14.108386247Z,87.0
2025-05-25T10:56:15.108386247Z,0.0
2025-05-25T10:56:16.108386247Z,0.0
2025-05-25T10:56:17.108386247Z,0.0
2025-05-25T10:56:18.108386247Z,0.0
2025-05-25T10:56:19.108386247Z,0.0
2025-05-25T10:56:20.108386247Z,94.0
2025-05-25T10:56:21.108386247Z,93.0
2025-05-25T10:56:22.108386247Z,93.0
2025-05-25T10:56:23.108386247Z,93.0
2025-05-25T10:56:24.108386247Z,92.0
2025-05-25T10:56:25.108386247Z,92.0
2025-05-25T10:56:26.108386247Z,92.0
2025-05-25T10:56:27.108386247Z,93.0
2025-05-25T10:56:28.108386247Z,94.0
2025-05-25T10:56:29.108386247Z,95.0
2025-05-25T10:56:30.108386247Z,95.0
2025-05-25T10:56:31.108386247Z,93.0
2025-05-25T10:56:32.108386247Z,93.0
2025-05-25T10:56:33.108386247Z,0.0
2025-05-25T10:56:34.108386247Z,0.0
2025-05-25T10:56:35.108386247Z,0.0
2025-05-25T10:56:36.108386247Z,0.0
2025-05-25T10:56:37.108386247Z,0.0
2025-05-25T10:56:38.108386247Z,0.0
2025-05-25T10:56:39.108386247Z,0.0
2025-05-25T10:56:40.108386247Z,0.0
2025-05-25T10:56:41.108386247Z,0.0
2025-05-25T10:56:42.108386247Z,0.0
2025-05-25T10:56:43.108386247Z,0.0
2025-05-25T10:56:44.108386247Z,0.0
2025-05-25T10:56:45.108386247Z,0.0
2025-05-25T10:56:46.108386247Z,0.0
2025-05-25T10:56:47.108386247Z,0.0
2025-05-25T10:56:48.108386247Z,0.0
2025-05-25T10:56:49.108386247Z,0.0
2025-05-25T10:56:50.108386247Z,0.0
2025-05-25T10:56:51.108386247Z,0.0
2025-05-25T10:56:52.108386247Z,0.0
2025-05-25T10:56:53.108386247Z,0.0
2025-05-25T10:56:54.108386247Z,0.0
2025-05-25T10:56:55.108386247Z,0.0
2025-05-25T10:56:56.108386247Z,0.0
2025-05-25T10:56:57.108386247Z,0.0
2025-05-25T10:56:58.108386247Z,0.0
2025-05-25T10:56:59.108386247Z,85.0
2025-05-25T10:57:00.108386247Z,84.0
2025-05-25T10:57:01.108386247Z,83.0
2025-05-25T10:57:02.108386247Z,86.0
2025-05-25T10:57:03.108386247Z,85.0
2025-05-25T10:57:04.108386247Z,84.0
2025-05-25T10:57:05.108386247Z,85.0
2025-05-25T10:57:06.108386247Z,88.0
2025-05-25T10:57:07.108386247Z,0.0
2025-05-25T10:57:08.110373366Z,88.0
2025-05-25T10:57:09.111372250Z,87.0
2025-05-25T10:57:10.113371058Z,0.0
2025-05-25T10:57:11.117371789Z,87.0
2025-05-25T10:57:12.565444028Z,87.0
2025-05-25T10:57:13.565444028Z,86.0
2025-05-25T10:57:14.565444028Z,0.0
2025-05-25T10:57:15.565444028Z,0.0
2025-05-25T10:57:16.565444028Z,0.0
2025-05-25T10:57:17.565444028Z,85.0
2025-05-25T10:57:18.565444028Z,84.0
2025-05-25T10:57:19.565444028Z,82.0
2025-05-25T10:57:20.565444028Z,82.0
2025-05-25T10:57:21.565444028Z,81.0
2025-05-25T10:57:22.565444028Z,84.0
2025-05-25T10:57:23.565444028Z,84.0
2025-05-25T10:57:24.565444028Z,82.0
2025-05-25T10:57:25.565444028Z,81.0
2025-05-25T10:57:26.565444028Z,80.0
2025-05-25T10:57:27.158374530Z,81.0
2025-05-25T10:57:28.158374530Z,80.0
2025-05-25T10:57:29.158374530Z,79.0
2025-05-25T10:57:30.151373069Z,79.0
2025-05-25T10:57:31.154371569Z,78.0
2025-05-25T10:57:32.155373647Z,77.0
2025-05-25T10:57:33.157370340Z,76.0
2025-05-25T10:57:34.163372225Z,75.0
2025-05-25T10:57:35.160371880Z,75.0
2025-05-25T10:57:36.162371458Z,76.0
2025-05-25T10:57:37.163371574Z,77.0
2025-05-25T10:57:40.600954001Z,76.0
2025-05-25T10:57:41.600954001Z,75.0
2025-05-25T10:57:42.600954001Z,75.0
2025-05-25T10:57:43.600954001Z,74.0
2025-05-25T10:57:44.600954001Z,73.0
2025-05-25T10:57:45.600954001Z,73.0
2025-05-25T10:57:46.600954001Z,75.0
2025-05-25T10:57:47.600954001Z,76.0
2025-05-25T10:57:48.600954001Z,77.0
2025-05-25T10:57:49.600954001Z,77.0
